9.959476471,-0.031354465,0.674121022,1590313213546
9.968105316,-0.009145850,0.554985523,1590313213548
10.021994591,-0.032618605,0.583141387,1590313213549
9.960539818,-0.056646813,0.628554583,1590313213550
10.029866219,-0.082935147,0.612676203,1590313213563
10.036598206,-0.031584308,0.601528823,1590313213565
10.107295036,0.017334020,0.637997329,1590313213575
10.100590706,0.040021475,0.630048513,1590313213590
10.097861290,0.022936452,0.647238910,1590313213597
10.099164009,-0.008542512,0.625949621,1590313213603
10.088993073,-0.026997019,0.620711207,1590313213614
10.057438850,-0.088250272,0.651845336,1590313213623
10.004957199,-0.103276283,0.699595332,1590313213634
9.985879898,-0.123761080,0.672243953,1590313213644
10.034836769,-0.040184282,0.686561286,1590313213653
10.073584557,-0.007240066,0.677559078,1590313213664
10.100811958,-0.038039077,0.690698504,1590313213674
10.085402489,-0.067286640,0.655867636,1590313213684
9.991616249,-0.122774668,0.645476818,1590313213693
9.964570999,-0.116875350,0.639491260,1590313213703
9.943473816,-0.041132387,0.664620817,1590313213714
9.984559059,0.014958972,0.651807070,1590313213724
10.020816803,0.025914839,0.634243190,1590313213734
10.099891663,0.001829170,0.693743885,1590313213744
10.115952492,-0.037100546,0.702382147,1590313213753
10.050763130,-0.060755260,0.774897754,1590313213764
9.978075027,-0.069269046,0.748532772,1590313213774
9.925374031,-0.038517918,0.660502791,1590313213784
9.907388687,0.000287304,0.639424264,1590313213793
9.964505196,0.030463824,0.575910807,1590313213804
10.033554077,0.054760180,0.552447677,1590313213814
10.059573174,0.053678002,0.565127373,1590313213823
10.046108246,0.066510923,0.726783872,1590313213834
9.985401154,0.063877299,0.764487743,1590313213843
9.942650795,0.083442718,0.847748518,1590313213854
9.957810402,0.076911338,0.798648238,1590313213864
10.055905342,0.107873157,0.701510668,1590313213874
10.075528145,0.092990793,0.612120807,1590313213884
10.097517014,0.009969456,0.598607898,1590313213894
10.107994080,-0.006263232,0.647564530,1590313213904
10.051796913,0.014738706,0.702516258,1590313213914
10.020403862,0.004328717,0.746943057,1590313213924
10.011085510,0.032139763,0.850669444,1590313213934
10.110387802,0.107394308,0.716555834,1590313213943
10.203560829,0.069355235,0.567569435,1590313213954
10.324602127,-0.039810788,0.448022187,1590313213963
10.287721634,-0.126212731,0.442458034,1590313213973
10.163261414,-0.133874178,0.409676641,1590313213984
10.047229767,-0.073952101,0.450722843,1590313213993
10.005062103,0.085741147,0.699183524,1590313214004
10.016076088,0.268974185,0.791819930,1590313214013
10.087575912,0.370201051,0.768893063,1590313214024
10.068374634,0.359934688,0.639922261,1590313214034
10.123460770,0.276760131,0.406774879,1590313214044
10.191121101,0.217527583,0.244831070,1590313214054
10.068939209,0.196353272,0.182849973,1590313214064
9.977911949,0.169001907,0.222076565,1590313214075
10.027030945,0.200231880,0.324318588,1590313214084
10.012638092,0.177889198,0.404620081,1590313214093
9.992842674,0.062028978,0.450674951,1590313214104
9.992181778,-0.086354062,0.453212798,1590313214119
9.903768539,-0.066424727,0.571984351,1590313214123
9.882527351,-0.105402336,0.507168531,1590313214134
9.923161507,-0.024238897,0.466122359,1590313214144
10.079281807,0.128951699,0.273159266,1590313214154
10.100523949,0.268686891,0.270707607,1590313214164
10.041090965,0.370210618,0.294678330,1590313214174
10.002400398,0.383397877,0.132705808,1590313214184
9.881674767,0.270065963,0.195146590,1590313214194
9.875957489,0.121472217,-0.018444929,1590313214204
9.925852776,0.033193212,-0.118512988,1590313214214
9.986913681,0.011789049,-0.162585452,1590313214224
10.014112473,0.072103776,-0.056982003,1590313214234
9.957466125,0.178157330,0.175906777,1590313214244
9.976743698,0.195500925,0.313946873,1590313214254
9.913134575,0.125408292,0.385064244,1590313214264
9.903759003,0.004596867,0.399984926,1590313214276
9.931694031,-0.077466786,0.284172565,1590313214284
9.909993172,-0.140281066,0.295348734,1590313214294
9.923630714,-0.130914941,0.288443834,1590313214304
9.903395653,-0.126289353,0.284325808,1590313214313
9.886309624,-0.075561002,0.234258264,1590313214324
9.843999863,-0.020954054,0.272651702,1590313214334
9.829788208,0.037407011,0.159310177,1590313214349
9.812223434,0.079535380,0.099349789,1590313214354
9.801842690,0.111885831,-0.007939173,1590313214365
9.777613640,0.087235130,0.003093309,1590313214374
9.722211838,-0.001800440,0.036372710,1590313214384
9.819051743,-0.110324815,-0.051954176,1590313214394
9.884873390,-0.166866288,0.062392894,1590313214404
9.838176727,-0.205058590,0.089849599,1590313214414
9.787208557,-0.173512593,0.164232671,1590313214424
9.773236275,-0.057776876,0.092195921,1590313214434
9.766715050,-0.017793708,0.004644751,1590313214443
9.919542313,-0.009739612,-0.131786436,1590313214454
